post_type,caption,like_count,comment_count,date,time,engagement_rate
Carousel,telah ikut technical meeting tm dan buka eepis robot soccer eros yang laga pada divisi kontes robot sepak bola indonesia krsbi humanoid ikut agenda lanjut yakni laksana running test tempat di ruang robotika lantai gedung d pens sempat ini guna oleh eros dengan baik kamis giat running test tuju untuk siap tim pada tanding kontes robot indonesia kri nasional esok hari berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia krinasional,152,0,2021-10-14,18:30:05,0.4854989140155871
Carousel,kamis delegasi pens usai ikut technical meeting dan buka kontes robot indonesia kri tingkat nasional tahun dituanrumahi oleh universitas gadjah mada ugm giat ini selenggara cara luring di gedung graha sabha pramana ugm dan cara daring lalu aplikasi zoom video conference ajang gengsi tahun ini ikut oleh tim yang belum telah nyata lolos dalam seleksi kri wilayah berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia krinasional,200,0,2021-10-14,17:35:52,0.638814360546825
Image,departemen teknologi multimedia kreatif program studi teknologi game webinar ai for game narasumber flo sebastian programmer trainer di gameloft indonesia moderator mohammad zikky sst mt dosen departemen teknologi multimedia kreatif jumat oktober pukul wib link zoom pensidgtwebinar politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia gametech,191,0,2021-10-13,13:39:19,0.610067714322218
Image,designers in digital era aliridho barakbah skom phd director of pens as opening remark surianto rustan ssn mds design book author as guest speaker suriantorustan fardani annisa sst mt head of multimedia broadcasting technology psdku lamongan as moderator october at wib join via zoom meeting pensidmmbpsdkulawebinar meeting id passcode mmbpens open for public live streaming youtube pens tv politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia webinar designer digitalera,293,0,2021-10-13,08:32:20,0.9358630382010987
Carousel,direktur serta jajar wakil direktur politeknik elektronika negeri pens jalin silaturahmi ke politeknik kapal negeri ppns senin kunjung ini dalam rangka erat hubung dua intitusi vokasi lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,303,0,2021-10-12,19:36:03,0.9678037562284401
Carousel,direktur serta jajar wakil direktur politeknik elektronika negeri pens laku kunjung silaturahmi ke institut teknlogi puluh nopember its senin kunjung ini dalam rangka erat silaturahmi direksi baru pens periode ke institusi ibu yakni its lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,1077,5,2021-10-12,17:29:05,3.455985690558324
Image,selamat hari jadi provinsi jawa timur yang ke semangat nawa bhakti satya untuk jawa timur yang lebih maju jatim bangkit adapun kutip dari abdullah gymnastiar yaitu sekal henti dar untuk santa bukan untuk lena namun bangun semangat untuk juang ikut politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia hutjatim,194,0,2021-10-12,09:38:04,0.6196499297304203
Image,selamat jalan sidang kerja praktik bagi mahasiswa jenjang d awal semua dengan doa moga deberikan mudah lancar dan dapat hasil yang baik semangat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia sidangkp,620,2,2021-10-11,07:59:38,1.9867126613006258
Image,halo mahasiswa pens selamat tempuh uji tengah semester ganjil ya siap diri kalian dengan baik dan jangan lupa doa moga beri mudah dan lancar dalam kerja soal soal semangatt politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia uts utssemesterganjil,440,1,2021-10-11,06:08:28,1.4085856650057493
Carousel,webinar kenal implementasi machine learning dalam bisnis oleh program studi teknik informatika pens usai helat pada sabtu tajuk machine learning implementation in business giat ini turut hadir willy achmat fauzi sst mt selaku ceo pt sinergi dimensi informatika laksana cara daring lalu zoom video conference webinar ini jalan dengan lancar dan siar cara langsung di youtube pens tv berita lengkap dapat baca di politeknik pens pensjoss teknikinformatika politeknikjoss vokasimenguatkanindonesia machinelearning,184,0,2021-10-10,12:41:38,0.5877092117030791
Video,pens kembali lepas mahasiswa baik pada helat sidang senat buka wisuda ke pada sabtu wisuda ke ini laksana cara hybrid di auditorium lt gedung pascasarjana hadir oleh wakil wisudawan serta tamu batas dan tetap perhati protokol sehat politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,169,0,2021-10-09,11:29:14,0.5397981346620672
Video,langsung cara hybrid pens hasil gelar ies ke tempat di hotel sheraton giat ini laksana lama dua hari hitung sejak dengan angkat tema wireless technologies and intelligent systems for better human lives ies kali ini hadir lima keynote speaker yang ahli bidang politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,199,1,2021-10-09,09:59:29,0.638814360546825
Video,ajang kontes robot indonesia wilayah ii yang selenggara lama tiga hari sejak hingga september telah akhir tahun dua selenggara cara daring oleh pusat prestasi nasional menteri didik dan budaya republik indonesia kri tahun ini tuan rumah oleh universitas gadjah mada politeknik elektronika negeri pens kirim delegasi tim robot untuk tanding politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,313,0,2021-10-09,09:32:21,0.9997444742557813
Carousel,dalam rangka jalin kerjasama dalam kembang smart campus di politeknik kerja umum ppu politeknik elektronika negeri telah selenggara penandatanganan memorandum of understanding mou dengan politeknik kerja umum penandatanganan mou ini selenggara cara luring dengan patuh protokol sehat yang ketat pada selasa di ruang mini theater lt gedung pascasarjana pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,477,1,2021-10-06,19:59:53,1.526766321706912
Image,program studi teknik informatika departemen teknik informatika dan komputer machine learning implementation in business narasumber willy achmat fauzi pt sinergi dimensi informatika moderator entin martiana kusumaningtyas skom mkom dosen program studi teknik informatika sabtu oktober pukul wib link zoom meeting politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,378,2,2021-10-06,12:10:05,1.2137472850389677
Image,terima mahasiswa baru lanjut jenjang lj jalur mahasiswa pens tahun akademik program ini rupa program yang buka bagi mahasiswa lulus diploma iii d yang ingin lanjut didik ke jenjang sarjana terap untuk lulus tahun dan informasi daftar mahasiswa baru kunjung pmbpensacid politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia lanjutjenjang,628,7,2021-10-06,07:47:37,2.0282355947361697
Carousel,mahasiswa politeknik elektronika negeri pens kembali toreh prestasi kali ini tim forsee yang anggota lima mahasiswa dari jenjang magister terap hasil dapat peringkat tiga pada ajang global ai innovation challenge series kontes yang helat cara internasional ini ikut oleh negara yang selenggara mulai dari selasa dengan umum informasi juara pada senin seluruh rangkai kompetisi yang gelar oleh alibaba cloud ini langsung daring berita lengkap dapat baca di politeknik politeknik joss pens pensjoss vokasikuatmenguatkanindonesia alibabacloud gaiic,422,3,2021-10-05,17:58:39,1.3574805161620034
Image,selamat hari guru dunia jasa guru sangat lah besar dalam cerdas bangsa bukan hanya batas beri ajar ilmu lain bimbing serta beri perhati dan kasih sayang kepada anak didik guru rupa sosok pahlawan tanpa tanda jasa seperti dalam kutip dari ki hajar dewantara yaitu guru adalah orang juang tulus tanpa tanda jasa cerdas bangsa politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harigurusedunia worldteachersday,147,0,2021-10-05,12:30:02,0.4695285550019164
Image,selamat kepada tim forsee pens yang telah dapat juara dari negara dengan total tim yang saing di lomba global ai innovation challenge series dengan topik intelligent weather forecast for better life yang selenggara oleh alibaba cloud tianchi china pada tanggal juni sd september anggota tim forsee r rizki rachmadi mahasiswa s teknik elektro m anwar sanusi mahasiswa s teknik elektro kadek reda ss mahasiswa s teknik elektro evi nafiatus s mahasiswa s teknik elektro nurul istiqomah mahasiswa s teknik elektro politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia mahasiswaberprestasi,446,0,2021-10-04,11:52:19,1.42455602401942
Image,selamat kepada kontingen pens alfian prisma yopingga d ita moh zakariya al ansori d ita valentino harpa d itb fatimah azzahro d elkab telah raih silver medal pada kompetisi world invention competition and exhibition wice yang ada oleh iysa segi university of malaysia pada tanggal september politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia mahasiswaberprestasi wice,396,0,2021-10-03,09:04:09,1.2648524338827136
Image,usai jalan sidang senat buka wisuda ke pens pada sabtu banyak mahasiswa dari jenjang magister terap sarjana terap hingga ahli madya resmi jadi wisudawan salah satu ialah fahriza mutiara fajariyanti orang wisudawati sarjana terap teknik komputer yang hasil lulus dengan puji atau predikat cum laude sukses yang telah raih tidak lepas dari usaha yang kerah dan doa yang panjat oleh berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,1314,6,2021-10-03,08:29:52,4.216174779609045
Carousel,guna tingkat tahu mahasiswa dalam buat film dokumenter webinar tajuk storytelling for documentary usai laksana pada sabtu selenggara cara daring oleh program studi teknologi rekayasa multimedia pens lalu zoom video conference acara ini jalan dengan lancar dan penuh antusias serta igp wiranegara selaku dosen institut seni jakarta dan sutradara film dokumenter hadir bagai narasumber dalam giat sebut berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,171,0,2021-10-02,18:51:25,0.5461862782675355
Carousel,sidang senat buka wisuda ke pens resmi helat pada sabtu di auditorium gedung pascasarjana lantai kampus pens dengan tetap terap protokol sehat langsung cara virtual sejak pukul wib wisuda kali ini turut laksana lalu zoom video conference dan tayang cara live lalu akun youtube penstv buka dengan nyanyi lagu indonesia raya hymne pens dan hymne guru acara jalan dengan lancar hingga tutup berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,536,0,2021-10-02,15:48:47,1.7120224862654914
Carousel,situasi pandemi covid yang paksa mahasiswa laku aktivitas dalam rumah tidak luntur semangat prestasi empat mahasiswa pens kali ini tim envcare hasil dapat silver medal dalam world invention competition and exhibition wice yang selenggara selasa oleh iysa segi university of malaysia giat yang langsung cara daring lalu zoom video conference sebut ikut oleh tim dari negara berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,204,3,2021-10-02,11:30:58,0.6611728631659639
Image,didik bukan sesuatu yang oleh orang namun didik adalah buah proses umur hidup selamat jalan wisuda mahasiswa pens ke politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia wisudapens wisudapenske,414,0,2021-10-02,09:15:32,1.3223457263319278
Image,hari batik nasional jatuh pada tanggal oktober raya hari batik nasional mulai sejak unesco tetap batik bagai waris manusia untuk budaya lisan dan nonbendawi batik rupa satu di antara waris budaya yang masih lestarikita bagai warga indonesia wajib tunjuk batik ke mata dunia selamat hari batik nasional mari selalu lestari budaya dan produk lokal dengan pakai batik hari ini politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindoensia a haribatiknasional,116,1,2021-10-02,07:56:51,0.37370640091989266
Image,sidang buka senat politeknik elektronika negeri dalam rangka wisuda ke program magister terap sarjana terap dan diploma sabtu oktober pukul wib dapat saksi lalu live streaming youtube pens tv politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia wisudapens,513,0,2021-10-01,19:01:01,1.6385588348026063
Carousel,guna tingkat kerjasama dan luas kolaborasi ketua umum asosiasi internet of things indonesia asioti teguh prasetya mt dan direktur pens yakni aliridho barakbah skom phd usai menandatangani memorandum of understanding mou sama dengan selenggara international electronics symposium ies pada rabu giat ini selenggara cara luring yang tempat di hotel sheraton harap dengan ada kerjasama sebut pens dapat dukung langkah asioti untuk siap masyarakat indonesia kompeten di bidang internet of things berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,347,0,2021-10-01,16:43:03,1.1083429155487414
Carousel,agenda rutin international electronics symposium ies kembali helat oleh pens langsung lama dua hari giat kali ini gelar cara luring yang tempat di hotel sheraton dan cara daring lalu aplikasi zoom video conference pasuk tahun selenggara ke ies hadir lima keynote speaker yang diri dari satu bicara asal jepang dan jerman serta tiga materi dari indonesia berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,370,0,2021-10-01,14:28:31,1.1818065670116265
Image,pancasila sakti bukan karena dia hebat lain komitmen anak muda bangsa indonesia untuk sadar jaga dalam hidup negara dan bangsa ingat hari sakti pancasila oktober indonesia tangguh landas pancasila politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia harikesaktianpancasila,129,0,2021-10-01,06:49:35,0.4120352625527022
Image,webinar storytelling for documentary program studi teknologi rekayasa multimedia departemen teknologi multimedia kreatif politeknik elektronika negeri narasumber igp wiranegara dosensutradara film dokumenter asesor film dan juri di bagai festival film moderator martianda erste anggraeni sst mt sabtu oktober pukul wib acara ini buka untuk umum link zoom pensidtrmwebinar politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia trmwebinar,99,0,2021-09-30,19:44:03,0.3162131084706784
Carousel,tanding babak sisih dua kontes robot indonesia kri tahun tingkat nasional pada kamis telah usai ikut oleh kopens sisih tahap dua ini rupa lanjut dari tahap lanjut pada sesi ini delegasi pens dalam kontes robot abu indonesia krai sebut mampu dapat skor lebih tinggi banding sesi belum berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,199,0,2021-09-30,17:01:11,0.6356202887440909
Carousel,telah duduk posisi tiga kontes robot indonesia kri tahun wilayah ii kini tim kopens kembali laga pada kri tingkat nasional tempat di hall gedung d pens tim kopens ikut tanding babak sisih pertama pada kamis meski pada tanding pertama ini skor yang dapat oleh tim kopens masih belum muas namun tim kopens masih optimis untuk sisih babak dua nanti berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,274,1,2021-09-30,14:07:47,0.8783697457518845
Carousel,rangkai giat kontes robot indonesia kri wilayah ii tahun lanjut dengan kri nasional mulai pada rabu divisi yang kompetisi untuk pertama kali adalah kontes robot abu indonesia krai untuk awal giat kri nasional ini laku technical meeting bagai bentuk beri informasi mekanisme tanding yang akan langsung berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,172,1,2021-09-29,12:46:00,0.5525744218730037
Image,selamat kepada tim robot pens yang telah dapat bagai harga pada kontes robot indonesia wilayah ii yang selenggara oleh pusat prestasi nasional dan tuan rumah oleh universitas gajah mada ugm tim kopens juara desain baik krai tim eilero juara desain baik krsri tim erisa juara krsti tim ersow juara desain baik krsbiberoda tim eros juara krsbihumanoid juara krsbihumanoid kategori lomba lari juara krsbihumanoid kategori lomba giring bola dan juara krsbihumanoid kategori lomba kerja sama robot politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia kriwilayahii,472,0,2021-09-29,08:54:12,1.5076018908905073
Carousel,akhir rangkai giat kontes robot indonesia kri wilayah ii tahun pada selasa beri hasil muas bagi pens banyak kategori juara kri wilayah ii tahun ini hasil di rebut oleh kampus tradisi juara laksana tutup cara daring lalu youtube ugm saksi oleh seluruh tim robot pens pada hall gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,948,5,2021-09-28,21:56:13,3.0439504280056218
Carousel,tampil pada babak final kontes robot indonesia kri wilayah ii tahun tim erisa sanding dengan tim alf dari universitas gadjah mada ugm pada babak final yang langsung senin tim erisa laku dua kali tanding yakni awal pada arena merah dan arena biru robot erisa tampak cantik dengan suguh tari yang bawa pada babak kali ini berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,246,1,2021-09-28,20:40:17,0.788935735275329
Carousel,putar delapan besar pada divisi kontes robot abu indonesia krai langsung lancar pada selasa pens yang kirim kopens pada babak ini hasil selesai babak delapan besar dapat poin tanpa kendala tim kri hasil jadi final dalam kri wilayah ii kategori krai berita lengkap dapat baca di politeknik politeknikjoss pens vokasikuatmenguatkanindonesia,332,1,2021-09-28,18:07:22,1.0636259103104637
Carousel,rangkai giat kontes robot indonesia kri wilayah ii telah pasuk putar final robot wakil politeknik elektronika negeri pens pada divisi kontes robot sepak bola indonesia krsbi roda yaitu eepis robo soccer on wheeled ersow hasil cetak gol dalam sesi ini pada babak akhir ini tim ersow saing dengan tujuh tim unggul lain berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,168,1,2021-09-28,16:39:01,0.5397981346620672
Carousel,babak final kategori lomba kerjasama robot lkr usai laksana cara daring lalu zoom video conference dan siar lalu youtube universitas gajah mada pada selasa tim eros yang tanding dalam divisi kontes robot sepak bola indonesia krsbi humanoid ini temu dengan tim ichiro dari institut teknologi puluh nopember its telah usaha dengan maksimal eros harus aku unggul ichiro dengan selisih poin berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,106,0,2021-09-28,16:21:24,0.3385716110898173
Carousel,hari dua selenggara kontes robot indonesia kri wilayah ii kembali helat pada selasa kali ini delegasi robot andal pens pada divisi kontes robot seni tari indonesia krsti yakni eepis robot intellegent sense of art erisa beri hasil maksimal pada babak delapan besar pada babak ini tim erisa sukses lawan tim dielektrik iv milik universitas negeri makassar unm dan masih tunggu hasil untuk laju ke babak lanjut berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,143,0,2021-09-28,15:38:58,0.45675226779097994
Carousel,telah hasil unggul tim al aadiyaat dari universitas negeri yogyakarta tim eepis robot soccer eros harus puas diri dengan hasil tanding akhir tim ichiro dari institut teknologi puluh nopember its lebih unggul dalam cepat waktu sehingga jadi eros bagai juara dua kategori lomba giring bola lmb tanding yang siar cara langsung dari kanal youtube universitas gajah mada pada selasa ini ikut oleh tim pens di ruang robotika lantai gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,155,0,2021-09-28,15:36:52,0.49508112942378946
Carousel,delegasi pens pada kontes robot indonesia kri pada divisi kontes robot abu indonesia krai hasil tingkat poin pada akhir sesi babak sisih tempat di hall gedung d pens pada selasa tim kopens hasil selesai sesi keiii dengan baik sesi tanding keiii ini rupa sesi akhir dari babak sisih nanti bagi yang lolos akan lanjut pada babak delapan besar berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,148,0,2021-09-28,15:35:38,0.47272262680465055
Carousel,telah alami kalah dengan tim gandamana dari universitas negeri unesa tim eepis robot soccer eros hasil raih juara kategori lomba lari ll meter pada hari dua tanding tanding ini turut siar cara langsung dari kanal youtube universitas gajah mada delegasi pens yang tanding tempat di ruang robotika lantai gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,205,0,2021-09-28,15:06:49,0.6547847195604958
Carousel,rangkai giat kontes robot indonesia kri wilayah ii telah pasuk sesi iii robot wakil pens pada divisi kontes robot sepak bola indonesia krsbi roda yaitu eepis robo soccer on wheeled ersow hasil cetak gol dalam sesi ini robot okto dan hendro kembali turun dalam tanding yang tempat di ruang robotika lantai gedung d pens berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,124,0,2021-09-28,14:49:21,0.39606490353903157
Carousel,optimal pada tiap performa adalah hal yang senantiasa upaya bagi tim eilero hingga sesi tiga kali ini yang langsung pada selasa tanding pada divisi kontes robot sar indonesia krsri di ajang kontes robot indonesia kri wilayah ii tahun robot eilero optimis bahwa mampu tengger di posisi juara telah sesi iii ini akhir anggota tim eilero jeda untuk tunggu hasil akhir pada kontes kali ini berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,193,0,2021-09-28,14:23:49,0.6164558579276862
Carousel,kontes robot indonesia kri wilayah ii yang selenggara cara daring telah pasuk hari tiga selasa robot pens dari divisi kontes robot sepak bola indonesia krsbi humanoid yakni eepis robot soccer eros usai laku babak semifinal kategori lomba lari ll meter walaupun harus aku unggul tim gandamana dari universitas negeri unesa eros masih optimis dapat rebut juara tiga pada kategori ini berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,168,0,2021-09-28,11:54:22,0.536604062859333
Image,selamat hari kereta api nasional mari kita usaha terus inovasi untuk maju transportasi yang lebih baik dengan harap semua layan dan selamat guna lebih jamin adapun kutip dari mehmet murat ildan yaitu jadi seperti kereta konsentrasi pada jalan dan pergi tanpa raguragu politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia hutkai harikeretaapiindonesia harikeretaapinasional,92,0,2021-09-28,10:04:15,0.29385460585153955
Carousel,tidak henti tampil maksimal pada sesi i yang langsung pada senin tim erisa makin pukau pada sesi ii kurang pada sesi i mampu takluk dengan baik pada sesi ini kembali sanding dengan tim aerora dari universitas negeri malang mampu robot erisa nampak tidak dapat ragu lagi beda dengan sesi belum kali ini robot erisa mulai tampil dari arena biru berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,195,0,2021-09-28,09:30:15,0.6228440015331546
Carousel,optimisme untuk sesi iii adalah hal yang upaya oleh tim opens telah lewat sesi i dan sesi ii hari ini meski masih belum mampu takluk menang pada sesi dua tim opens tetap upaya untuk optimal robot untuk sesi lanjut giat ini langsung cara luring di hall gedung d pens dan pantau oleh juri lalu zoom video conference serta dapat saksi lalu siar langsung pada channel youtube universitas gajah mada ugm berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,343,0,2021-09-27,20:08:51,1.095566628337805
Carousel,juang kembali pada sesi ii telah lewat sesi i tidak pudar semangat tim kopens dalam laga di arena pada hari yang sama senin robot kopens tahan kualitas yang milik meski tidak dapat naik skor pada sesi ini tim kopens tetap optimis untuk lebih naik performa saat di arena nanti untuk tuju sesi iii kopens upaya untuk lebih tingkat performa nanti berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,199,1,2021-09-27,18:58:36,0.638814360546825
Carousel,tahap kontes robot indonesia kri wilayah ii divisi kontes robot sepak bola krsbi roda masih terus helat pada putar dua ini okto dan hendro yang rupa robot bangga milik eepis robo soccer wheeled ersow kembali unjuk boleh pada senin dengan waktu tampil tiga menit tiap sesi ersow sukses cetak gol banyak kali berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,134,0,2021-09-27,18:54:07,0.42800562156637284
Carousel,senin tim eilero mampu memutarbalikkan ada dalam sesi dua salah satu robot unggul pens sebut sementara hasil duduk peringkat robot cepat pada kategori kontes robot sar indonesia krsai pada kri wilayah ii tahun ini meski tanpa ada kendala di sesi ini tidak jadi tim eilero puas diri berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,154,0,2021-09-27,18:00:18,0.4918870576210553
Carousel,delegasi pens pada kontes robot indonesia kri wilayah ii divisi kontes robot sepak bola indonesia krsbi humanoid yakni eepis robot soccer eros kembali tampil performa baik telah sukses ikut dua kategori belum yakni lomba lari ll dan lomba giring bola lmb tim ini sempat ikut kategori lomba kerjasama robot lkr di ruang robotika lantai gedung d pens dalam sempat ini eros saing dengan tiga tim lain dan hasil selamat posisi pada final esok hari berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,234,0,2021-09-27,17:50:42,0.7474128018397853
Carousel,kontes robot indonesia kri wilayah ii divisi kontes robot sepak bola indonesia krsbi humanoid pasuk babak sisih eepis robot soccer eros sukses jalan tanding pada kategori lomba giring bola lmb pada senin tempat di ruang robotika lantai gedung d politeknik elektronika negeri pens giat ini juga saksi cara daring oleh juri lalu zoom video conference berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,147,0,2021-09-27,17:11:06,0.4695285550019164
Carousel,kontes robot indonesia kri wilayah ii tahun langsung mulai senin sesi i pada divisi kontes robot tematik indonesia krtmi turut ikut oleh delegasi pens yakni opens cara luring di hall gedung d pens dan pantau cara daring oleh dewan juri lalu zoom video conference meski belum sukses takluk musuh namun tim opens tetap nampak cakap di arena tanding berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,132,0,2021-09-27,17:07:26,0.42161747796090454
Carousel,ikan tampil pukau pada sesi i kontes robot indonesia kri divisi kontes robot abu indonesia krai wilayah ii tahun tim kopens hasil capai skor yang cukup tinggi giat yang langsung pada senin pantau cara daring oleh juri lalu zoom video conference sementara tim kopens tanding cara luring pada hall gedung d pens dengan terap protokol sehat yang ketat berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,299,2,2021-09-27,16:12:02,0.9614156126229718
Carousel,divisi kontes robot seni tari indonesia krsti pada kontes robot indonesia kri wilayah ii tahun awal tanding pada senin tim robot pens yakni tim erisa tampil dengan cantik di depan dewan juri yang pantau cara online lalu zoom video conference pada sesi i ini erisa hadap dengan tim aerora dari universitas negeri malang um berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,367,1,2021-09-27,12:26:41,1.1754184234061582
Carousel,kontes robot indonesia kri wilayah ii yang selenggara cara daring telah pasuk hari dua wakil pens pada divisi kontes robot sepak bola indonesia krsbi humanoid yakni eepis robot soccer eros usai laku tanding kategori lomba lari ll meter tempat di ruang robotika lantai gedung d pens eros suguh tampil baik pada putar i ii dan iii berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,266,1,2021-09-27,12:07:08,0.8528171713300114
Carousel,sesi pertama pada kontes robot indonesia kri wilayah ii tahun mulai pada senin cara daring lalu zoom video conference eepis intelligent leg robot eilero laksana kontesasi untuk pertama kali dalam ajang kompetisi sebut meski sempat dapat kendala saat selesai misi namun boleh eilero pada arena tanding masih lihat apik berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,499,2,2021-09-27,09:12:06,1.6002299731697966
Carousel,rangkai giat kontes robot indonesia kri wilayah ii pasuk tahap pertama robot wakil pens pada divisi kontes robot sepak bola indonesia krsbi roda yaitu eepis robo soccer wheeled ersow hasil tampil apik pada putar ini tempat di ruang robotika lantai gedung d pens ersow kembali turun dua robot yakni okto dan hendro berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,239,0,2021-09-27,08:26:47,0.763383160853456
Carousel,salah satu tahap tuju kontes robot indonesia kri adalah running test eepis robot intelligent in sense of art erisa yang rupa salah satu robot bangga pens turut tampil dengan takjub laksana lalu zoom video conference pada minggu erisa mulai dengan sesi simulasi robot kemudian laku ukur dimensi dan berat meski masih perlu baik pada beberapa bagi namun performa cantik erisa sudah nampak pada running test ini berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,450,0,2021-09-26,17:53:38,1.4373323112303564
Video,kontes robot indonesia wilayah ii kembali laksana cara daring pada september mari saksi dan dukung tim robot pens di ajang sebut politeknik politeknikjoss pens pensjoss vokasimenguatkanindonesia,261,1,2021-09-26,15:31:19,0.8368468123163408
Carousel,salah satu robot pens yang gabung dalam kategori kontes robot sepak bola krsbi humanoid yaitu eepis robot soccer eros telah langsung running test delegasi pada ajang kontes robot indonesia kri wilayah ii sebut langsung giat di ruang robotika lantai gedung d pens pada minggu eros terus maksimal robot dan guna alam tahun belum untuk bisa jadi yang baik berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,194,0,2021-09-26,15:29:04,0.6196499297304203
Carousel,ajang kontes robot indonesia kri wilayah ii telah pasuk hari pertama pada divisi kontes robot sepak bola krsbi roda yakni tim eepis robo soccer on wheel ersow telah usai ikut running test pada minggu tempat di ruang robotika lantai gedung d pens tim ersow sukses beri performa baik serta mampu selesai kompetisi sesuai dengan atur panitia berita lengkap dapat baca di politeknik politeknikjoss pens pensjoss vokasikuatmenguatkanindonesia,291,0,2021-09-26,15:24:39,0.9294748945956305
